en,zh
When the shutter opens and closes, the camera has taken one photo.,快門開啓再關閉，即係影咗一幅相。
The result will be announced in late June.,六月下旬就會公佈結果。
The new phone; the new star.,全新手機，耀目登場。
Under the guidance of teachers, students performed very well in the public examination.,喺老師嘅指導下，同學都喺公開試表現得好好。
He devoted himself to saving SARS patients, but ultimately he himself succumbed in the line of duty.,佢致力拯救沙士病人，最後連自己都殉職。
We are bros, not matter how hard and tough the way ahead, I will standby your side !,做得兄弟嘅，哪怕上刀山落油鑊，我一定撐你！
Scientific Officer (Medical), Department of Health,衞生署科學主任（醫務）
They always argue about money.,佢哋成日都為錢嗌交。
I don't understand why Pi-luo-chun would become that popular. Its taste is awful.,我唔明點解碧螺春會出名，佢隻味好怪。
You are an insider of this event; I do not believe that you have no ideas about what is happening.,你係局內人喎，我唔信你唔清楚成件事係點囉。
When you go hiking in summer, be sure to bring enough water, so that you don't get heatstroke.,夏天去行山，一定要帶足夠嘅水，以免中暑。
Organza is also used as a kind of fabrics of traditional Korean costumes.,歐根紗都會攞嚟做韓服嘅布料。
The ruins ahead are so gruesome and terrifying. Let's leave now.,前面個廢墟好陰森恐怖，不如我地走啦。
They are holding hands every day, what a good relationship!,佢哋日日拖住手，真係姊妹情深。
It is the best working attitude to treat each and every detail with care.,認真對待每一個細節係最好嘅工作態度。
He really nitpicks. Everybody is afraid of him.,佢份人吹毛求疵，個個都怕咗佢。
There are too many people here, let's talk outside.,呢度咁多人我哋去開便傾。
[ChatGPT]Sand pear is mainly lean meat with a little fat.,沙梨篤主要係瘦肉，得少少脂肪。
You hope to seek attention by making up rumours and stirring up things, right?,你不停造謠生事都係想得到大家嘅注意啫。
Babe, I've waited for so long. Can we have sex once tonight?,BB，我已經等咗好耐喇，今晚執一劑得唔得？
The firefighters smash the door to rescue those who are trapped inside.,消防員用力將門擊破，救裏面被困住嘅人出來。
All morning, I've been feeling achy all over.,我成朝都覺得周身痠痛。
People affected by the demolition may be rehoused to PRH estates if they meet the eligibility criteria.,受清拆影響嘅居民，須符合資格，先可獲安置入住公屋。
The asset of Li Ka Shing is an astronomical figure.,李嘉誠副身家係天文數字。
Secretary, can you answer my previous question.,局長，你可唔可以回答我剛才嘅問題。
Our country becomes prosperous and strong; our people enjoy a high standard of living.,國家富強，國人生活水平高。
I'm so happy today! I joined a lucky draw this afternoon and waited for calling the numbers. When it came to the third prize, the person wasn't there and it became my turn after the second draw, how fortunate!,今日真係好開心呀！晏晝玩抽獎，等嗌冧巴啦，輪到三獎喇，原先嗰個咁啱行開咗喎，再抽就抽中我，真係冷手執個熱煎堆。
The advocates for relocation of the capital think that it could alleviate the stress of population growth and facilitate development.,提倡遷都嘅人認為遷都有助舒緩人口增長嘅壓力以及促進開發。
That pervert actually had the nerve to touch my breast, so I slapped him right in his goddamn face.,個鹹濕佬夠膽死摸我個胸喎，於是我就一巴車咗落佢塊死人面度。
The University of Hong Kong is situated at the Mid-levels West on the Hong Kong Island.,香港大學座落喺港島西半山。
Though she looks crazy at most of the time, she could be very serious when it comes to studying.,唔好睇佢平時份人癲癲得得，佢讀書可以好認真好叻㗎！
It's very easy to cause a car crash if your car gets too close to the car ahead.,跟車太貼好易撞車㗎！
Polish your shoes before the interview. A pair of shiny shoes can leave people a positive impression.,見工前刷令對鞋，畀人印象會好啲。
He is a nice fella, a go-to-guy if you have any question.,佢份人幾好人事㗎，有咩唔明就去問佢啦。
My success today should be regarded as the favour from heaven.,我有今日嘅成就都係上天嘅恩賜。
He finally got a job after half a year of searching -  let's celebrate tonight!,佢等咗半年，終於揾到工，今晚肥仔喇。
His look is not very good.,佢個look麻麻地。
We should make good use of the human resources we have.,我哋應該好好運用手上嘅人力資源。
She just broke up and is in a bad mood, so she decided to take a vacation to Australia to cheer herself up.,佢啱啱分手，心情唔好，打算去澳洲旅遊散心。
What's the point of complaining to me? I have no control over these things.,你對住我嘰嘰趷趷有乜用唧？我又唔話得事。
Sentencing is a judicial function to be exercised by the courts independently and exclusively.,量刑係一項由法院專責及獨立行使嘅司法職能。
I will bring some chrysanthemums when I sweep the grave.,去掃墓嗰時我會帶紮菊花。
The government's lack of foresight is shown through the $6000 scheme.,政府相當短視，忽略咗派六千蚊背後嘅問題。
All of them will be sent by the university to famous law firms for internship this summer.,佢哋全部都會喺今年暑假畀學校派去知名律師行實習。
Want to borrow money? I am currently not able to lend it though.,借錢？我而家手頭唔方便。
Mother urges us again and again to study hard.,母親再三叮囑我哋要俾心機讀書。
You have to drive after awhile, please don't drink.,你陣間仲要揸車㗎，唔好飲酒喇。
Cheung Po Tsai was a famous pirate in the South China coast.,張保仔係華南有名嘅海盜。
Wilson Road was named after the first Surveyor General, Wilberforce Wilson.,衞信道係以香港第一名量地官命名。
Encouraging people can be happier.,多啲稱讚人，自己都會開心啲。
10 divided by 5 equals 2. 2 is the quotient.,10除以5等於2， 2就係商數。
Noodles do not taste good if they rise.,啲麪漲咗就唔好食架喇。
It is sunny today and it fits hiking most.,今日陽光普照，最啱去行山。
The wording in a legal document must be clear.,法律文件嘅字眼一定要清晰。
You can pour the nail polish remover onto a cotton bud for cleaning smaller flaws.,你可以倒啲洗甲水落棉花棒度用嚟抹走啲細瑕疵。
Two bet won the top prize, each winning over eight million dollars.,頭獎兩注中，每注派彩過800萬。
[ChatGPT]This person isn't into sports, they're more static.,呢個人唔中意運動，比較靜態。
Excuse me, give me a pair of shoes in size 9.5, can you.,唔該，畀對九號半嘅鞋我吖。
She is very pure. Do not teach her any nasty thing.,人哋好純真㗎，你唔好教壞佢添呀。
I studied my undergraduate programme in another university.,我本科喺另一間大學讀。
Get me a few strong men to help me with the moving.,幫我揾幾個壯丁嚟幫手搬屋啦。
Stabbed by the killer, the victim screamed in agony and died.,兇徒一刀捅落嚟，受害人慘叫咗一聲就死咗。
It is really disgusting to change his stance to kick CCP's ass and express his loyalty using his friend's popularity.,轉軚媚共，仲要借朋友過橋表忠，認真嘔心。
Are there eight parts of speech in English?,英文係咪有八個詞類㗎？
During the Industrial Revolution there were moth species that would change their colors in a few generations—evolving to adapt to their new environment.,喺工業革命嗰陣有飛蛾品種喺幾代之間變咗色－進化到適應到佢哋個新環境。
He promised to change, yet he slipped back to his old ways in just a few days.,佢應承得好好地，但冇過幾日就打回原形。
Who left the building blocks on the floor?,邊個放嚿積木喺地下？
My parents started seeing each other in high school. They got married two years later, and then I was born.,我阿爸同阿媽響高中嗰時開始拍拖，兩年之後就結婚，之後就生咗我。
Using his wealth and good looks, this pop star slept with a lot of girls.,呢個明星恃住自己有錢又靚仔，食咗好多條女。
The team captain cannot play tomorrow's match. We're counting on you.,隊長聽日出唔到賽，場波靠你孭飛喇。
A-chung and his cronies are always stealing food. This time I'm going to punish A-chung severely and make an example of him!,阿松同佢班豬朋狗友成日偷嘢食，今次要重罰阿松嚟殺雞儆猴至得！
The phone number is two three four three, double two, double five.,電話係二三四三孖二孖五。
This kis is really naughty.,呢個細路真係好調皮。
In traditional Chinese medical theory, pressing the philtrum can increase the blood pressure, it is effective for emergency case like coma or shock.,中醫指撳人中可以令血壓升高，對昏迷、休克有急救效用。
We have designed a birthday card as a gift to her.,我哋設計咗一張生日咭送俾佢。
